g_us,delta_Vus,tau_us,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B
0.013888888888888888,1.5333333333333332,333.33333333333337,bursting,bursting,77,80,15.4,16.0,0.27425472513342564,0.2769678269219722,0.4395033984837421,0.5169471359281299,27.259788168045063,27.410896137470232
0.013888888888888888,1.5333333333333332,350.0,bursting,bursting,77,76,15.4,15.2,0.26994856508872983,0.26657696398186914,0.4464455702513511,0.5212744615605389,27.06653159794194,27.42157010700338
0.013888888888888888,1.6444444444444444,200.0,tonic_spiking,tonic_spiking,19,190,19.0,190.0,,,,,26.32487696513897,20.648676720757074
0.013888888888888888,1.6444444444444444,216.66666666666666,bursting,bursting,100,101,33.333333333333336,25.25,0.4493940079651142,0.3247675560027093,0.3043487322779224,0.3822817078668977,25.039764407227917,27.042099414655052
0.013888888888888888,1.6444444444444444,233.33333333333334,bursting,bursting,98,90,24.5,18.0,0.3455302094521548,0.33514418176872257,0.38340369274312186,0.4644084121853364,26.787010424394538,27.272689359168453
0.013888888888888888,1.6444444444444444,250.0,bursting,bursting,87,97,21.75,19.4,0.32484588823436006,0.3224919334199097,0.40804796456509923,0.484283586265841,26.843271444134736,27.358075934926042
0.013888888888888888,1.6444444444444444,266.6666666666667,bursting,bursting,82,89,16.4,17.8,0.3052672861717505,0.3064860179685622,0.43609819635048924,0.511332846875882,27.09333260306384,27.403130677424564
0.013888888888888888,1.6444444444444444,283.33333333333337,bursting,bursting,83,83,16.6,16.6,0.2899400944383914,0.2907844094464141,0.44456204714143144,0.5289482735474325,27.380051987108338,27.352716263351997
0.013888888888888888,1.6444444444444444,300.0,bursting,bursting,78,83,15.6,16.6,0.2817240629379816,0.2751567460926891,0.5333607065463403,0.45528884991016866,27.483853123116983,27.365685678206482
0.013888888888888888,1.6444444444444444,316.6666666666667,bursting,bursting,75,81,15.0,16.2,0.27034344530389004,0.263554257149137,0.5378299457222264,0.45719527553230505,27.280239474442816,27.277328923434382
0.013888888888888888,1.6444444444444444,333.33333333333337,bursting,bursting,77,71,15.4,14.2,0.2514956181438071,0.26077360992080467,0.4658554311040479,0.5458863192465734,27.160106257690295,27.2925174453113
0.013888888888888888,1.6444444444444444,350.0,bursting,bursting,68,74,13.6,14.8,0.24897925655936964,0.24397046925599916,0.542410949831266,0.46741294313295906,27.420559081499178,27.124866543662932
0.013888888888888888,1.7555555555555555,200.0,bursting,bursting,167,30,83.5,15.0,0.4754152579744231,0.4754152579744231,0.7349698662354842,0.7349698662354842,19.78088853548598,26.48092726054964
0.013888888888888888,1.7555555555555555,216.66666666666666,bursting,bursting,94,95,23.5,19.0,0.341464898263653,0.3312870000447065,0.3939548116540316,0.4740383987694101,26.722026738099082,27.483929279125963
0.013888888888888888,1.7555555555555555,233.33333333333334,bursting,bursting,93,83,18.6,20.75,0.31425507641685607,0.3229560334852914,0.5045206562522341,0.4230564751543621,27.391541644161858,26.776260489832502
0.013888888888888888,1.7555555555555555,250.0,bursting,bursting,87,83,17.4,16.6,0.29451807815879133,0.29543958663963643,0.4517928145442435,0.5376188934227896,27.41947695846881,27.44263395326181
0.013888888888888888,1.7555555555555555,266.6666666666667,bursting,bursting,85,80,17.0,16.0,0.2836684422553787,0.29100084807618815,0.4571913091999248,0.5371569338217864,27.146183126181892,27.259650908613594
0.013888888888888888,1.7555555555555555,283.33333333333337,bursting,bursting,75,82,15.0,16.4,0.2748311769867482,0.27489355511656843,0.545010460220414,0.4675512472226614,27.405783452673756,26.870499641236208
0.013888888888888888,1.7555555555555555,300.0,bursting,bursting,70,77,14.0,15.4,0.25882136835229663,0.2616460960392229,0.5580164703552177,0.4786369855359937,27.510605580880508,26.96302031059521
0.013888888888888888,1.7555555555555555,316.6666666666667,bursting,bursting,73,67,14.6,13.4,0.24964248113526055,0.2533284940988994,0.48241837390919984,0.5652008331140763,27.035641656469824,27.347347225336687
0.013888888888888888,1.7555555555555555,333.33333333333337,bursting,bursting,66,68,11.0,13.6,0.23529456869473067,0.23004158550497322,0.5553966168428877,0.4870765200595527,27.604459554140682,27.306153196445525
0.013888888888888888,1.7555555555555555,350.0,bursting,bursting,64,69,10.666666666666666,11.5,0.21933190025195531,0.22115609560250257,0.6663184999780555,0.5911534150829388,27.185532610109064,27.032227842201866
0.013888888888888888,1.8666666666666667,200.0,bursting,bursting,96,91,19.2,22.75,0.325530670537556,0.33819635852858104,0.4821870319831571,0.40267003378874505,27.541131975979745,26.777105627680676
0.013888888888888888,1.8666666666666667,216.66666666666666,bursting,bursting,84,90,14.0,18.0,0.30235286096533265,0.322420919253804,0.6102247340425837,0.5423589779254161,27.423002928386047,26.745012400467143
0.013888888888888888,1.8666666666666667,233.33333333333334,bursting,bursting,89,81,17.8,16.2,0.2948420851393556,0.2966466687320398,0.4630167071236459,0.5542233014114819,27.198518784593016,27.361560869125476
0.013888888888888888,1.8666666666666667,250.0,bursting,bursting,75,82,15.0,16.4,0.27872800584985824,0.27497150903577827,0.5619222223408485,0.47693783874413875,27.55698598880669,27.251391503029446
0.013888888888888888,1.8666666666666667,266.6666666666667,bursting,bursting,78,72,13.0,12.0,0.26474285245826656,0.2611733695502989,0.6324142203996189,0.7147007950851282,26.92828556999469,27.21356132814734
0.013888888888888888,1.8666666666666667,283.33333333333337,bursting,bursting,69,74,11.5,12.333333333333334,0.2530243255042838,0.24890295747195865,0.5565881878499729,0.6420148319975695,27.27269921310729,27.39112475781478
0.013888888888888888,1.8666666666666667,300.0,bursting,bursting,75,68,12.5,13.6,0.24102770106017296,0.2410200630753161,0.5827424606449956,0.5116619312663128,27.5351737304424,27.29472365034265
0.013888888888888888,1.8666666666666667,316.6666666666667,bursting,bursting,66,70,13.2,11.666666666666666,0.23081806706490202,0.2319082056752217,0.5033379821003575,0.5753207905307851,27.102784954661537,27.557504402213084
0.013888888888888888,1.8666666666666667,333.33333333333337,bursting,bursting,63,68,12.6,11.333333333333334,0.22109373391986303,0.22206259257929167,0.5029939672868178,0.5722081751926231,27.111762083021645,27.58249433657961
0.013888888888888888,1.8666666666666667,350.0,bursting,bursting,58,63,9.666666666666666,10.5,0.20219265518434457,0.20447213609451936,0.6935362283237305,0.6128079285245704,27.169611054700052,27.12100270429851
0.013888888888888888,1.9777777777777779,200.0,bursting,bursting,91,87,18.2,17.4,0.3138244751184363,0.3052965079841566,0.45291769225142575,0.5418822416096378,27.299473496756207,27.421758627604447
0.013888888888888888,1.9777777777777779,216.66666666666666,bursting,bursting,87,79,17.4,15.8,0.2965205461241579,0.29516182431198656,0.47758738842135046,0.5618896105951976,27.01286712378262,27.399755262794258
0.013888888888888888,1.9777777777777779,233.33333333333334,bursting,bursting,75,81,12.5,16.2,0.28259908070752215,0.2811792423012744,0.5609598140763834,0.48512270679818376,27.205955905212654,26.908752292512844
0.013888888888888888,1.9777777777777779,250.0,bursting,bursting,73,80,14.6,13.333333333333334,0.2615341226557352,0.26171172540533855,0.5092505951291807,0.5828066318183059,27.207821845778522,27.688339292757327
0.013888888888888888,1.9777777777777779,266.6666666666667,bursting,bursting,70,73,11.666666666666666,10.428571428571429,0.24665792370957465,0.24362663368238102,0.649877513491674,0.7024472838632402,27.11318181646103,27.494963097925687
0.013888888888888888,1.9777777777777779,283.33333333333337,bursting,bursting,68,71,11.333333333333334,11.833333333333334,0.23754186619560658,0.23240324311670962,0.668091185614569,0.5838943163025664,27.176016225647736,27.37782380505603
0.013888888888888888,1.9777777777777779,300.0,bursting,bursting,69,62,11.5,12.4,0.22552746711850466,0.22339503871899688,0.5999337113462653,0.5254678044566679,27.53537958619963,27.314034495857797
0.013888888888888888,1.9777777777777779,316.6666666666667,bursting,bursting,58,64,11.6,10.666666666666666,0.21013221808915916,0.21141620998411909,0.5346143599709854,0.6096193881708618,27.521887083675196,27.72884471467182
0.013888888888888888,1.9777777777777779,333.33333333333337,bursting,bursting,60,64,10.0,10.666666666666666,0.20560187438605518,0.20600492727038108,0.6504062938460928,0.5720902503951046,27.23001470888205,27.178147492667865
0.013888888888888888,1.9777777777777779,350.0,bursting,bursting,57,60,9.5,10.0,0.19562693546534604,0.1929295975881654,0.6501850923916622,0.5754622111050958,27.354387415727718,27.346569735154148
0.013888888888888888,2.088888888888889,200.0,bursting,bursting,79,88,13.166666666666666,12.571428571428571,0.3069611366961561,0.29736933031606055,0.7558377641192962,0.7851227288412991,26.626730803105726,27.000750670394755
0.013888888888888888,2.088888888888889,216.66666666666666,bursting,bursting,77,82,15.4,13.666666666666666,0.27693309540463124,0.2753264621614642,0.5071804845557848,0.5839380898992027,27.116956602840546,27.698087985058727
0.013888888888888888,2.088888888888889,233.33333333333334,bursting,bursting,72,78,12.0,13.0,0.2547882479345079,0.25823830282199145,0.6939642580443857,0.6012236405145315,27.46591995209784,27.321473340672007
0.013888888888888888,2.088888888888889,250.0,bursting,bursting,67,75,13.4,12.5,0.24688078892582163,0.25063240714595025,0.5264420537821954,0.6020472224814845,27.125987474887005,27.424613377944937
0.013888888888888888,2.088888888888889,266.6666666666667,bursting,bursting,63,72,10.5,10.285714285714286,0.22408151637677154,0.23159547624162335,0.676254509849952,0.7245684553997657,27.30745780503071,27.255495713047928
0.013888888888888888,2.088888888888889,283.33333333333337,bursting,bursting,66,62,11.0,10.333333333333334,0.2189639898245912,0.22504858885074022,0.616953421052023,0.5417658685407547,27.560399699453857,27.034648643555844
0.013888888888888888,2.088888888888889,300.0,bursting,bursting,64,58,10.666666666666666,9.666666666666666,0.21440532430086917,0.20844135907950506,0.6112138224411965,0.5397426626797641,27.468668125130392,27.233094014718713
0.013888888888888888,2.088888888888889,316.6666666666667,bursting,bursting,55,62,11.0,10.333333333333334,0.20083783330513144,0.20578536048218893,0.5371868659300884,0.6070878263244238,27.07329747376127,27.31637638733485
0.013888888888888888,2.088888888888889,333.33333333333337,bursting,bursting,59,52,9.833333333333334,10.4,0.1946143056439266,0.18631978555785308,0.6032740800188485,0.5330629346794661,27.5407114191402,27.46005023209199
0.013888888888888888,2.088888888888889,350.0,bursting,bursting,58,55,9.666666666666666,9.166666666666666,0.18462082622075435,0.18758637637980644,0.5723972610244713,0.6441371255710757,27.15067754833239,27.145222857045802
0.013888888888888888,2.2,200.0,bursting,bursting,76,84,15.2,14.0,0.27122665620072245,0.2767605537969666,0.5105934307060975,0.5888143119069882,27.24222256212208,27.619413802766765
0.013888888888888888,2.2,216.66666666666666,bursting,bursting,73,78,12.166666666666666,13.0,0.2688189652227472,0.26457318732813045,0.6950549365298341,0.5986816406948219,27.017036202562533,27.075709581165583
0.013888888888888888,2.2,233.33333333333334,bursting,bursting,72,68,12.0,11.333333333333334,0.2454978090867647,0.24947705155705716,0.6125246520805803,0.7026599922217261,27.120853176719677,27.216304148928277
0.013888888888888888,2.2,250.0,bursting,bursting,65,67,9.285714285714286,11.166666666666666,0.23524286250953697,0.23078430899486127,0.6768576460759826,0.6129648027467232,27.275162042830623,27.12482864473688
0.013888888888888888,2.2,266.6666666666667,bursting,bursting,62,67,8.857142857142858,8.375,0.21676413819073861,0.21509654651818222,0.7785693735413464,0.8118609315143666,26.743578094634312,27.083353603836596
0.013888888888888888,2.2,283.33333333333337,bursting,bursting,61,65,10.166666666666666,10.833333333333334,0.20841841485541077,0.2074506759086597,0.6404392336547537,0.5605756277033261,27.52434037251296,27.396682356544183
0.013888888888888888,2.2,300.0,bursting,bursting,56,59,8.0,7.375,0.18359716661903655,0.18626041252753842,0.7668641099742938,0.7963722843952492,27.17219043309703,27.443437144673137
0.013888888888888888,2.2,316.6666666666667,bursting,bursting,58,57,9.666666666666666,9.5,0.1981082466417044,0.18741702984234315,0.6242695593116473,0.5494928615776995,27.229951964666057,27.480023858932853
0.013888888888888888,2.2,333.33333333333337,bursting,bursting,57,52,8.142857142857142,8.666666666666666,0.17903445231082496,0.18175468707709377,0.684884535174457,0.6349698551276093,27.274356156272667,26.860471612338074
0.013888888888888888,2.2,350.0,bursting,bursting,51,53,8.5,8.833333333333334,0.16875581879917842,0.17513248013819221,0.5460969913640493,0.6136207861121961,27.547631067991905,27.545057044073022
0.01611111111111111,1.2,200.0,tonic_spiking,tonic_spiking,232,68,232.0,68.0,,,,,25.078828157323276,23.265571010776046
0.01611111111111111,1.2,216.66666666666666,tonic_spiking,tonic_spiking,41,225,41.0,225.0,,,,,24.230892746308307,24.25778031964457
0.01611111111111111,1.2,233.33333333333334,tonic_spiking,tonic_spiking,36,212,36.0,212.0,,,,,24.909083642779876,22.91887913070497
0.01611111111111111,1.2,250.0,tonic_spiking,tonic_spiking,200,26,200.0,26.0,,,,,21.641676207904858,26.000710934787335
0.01611111111111111,1.2,266.6666666666667,tonic_spiking,tonic_spiking,186,24,186.0,24.0,,,,,20.29145521212594,26.395526786007494
0.01611111111111111,1.2,283.33333333333337,bursting,bursting,105,109,26.25,36.333333333333336,0.36957873423099086,0.4110376772257589,0.3592060224587901,0.28438039992218284,27.38090399836369,26.095527339708354
0.01611111111111111,1.2,300.0,bursting,bursting,95,108,31.666666666666668,27.0,0.387668263233087,0.36962427948400184,0.31697996212383417,0.40249862119124996,26.509899058231987,27.005862645483838
0.01611111111111111,1.2,316.6666666666667,bursting,bursting,97,103,24.25,25.75,0.3449586494287366,0.35581875457578493,0.43327692420445424,0.3459895109136483,27.314554203367845,27.211700823035823
0.01611111111111111,1.2,333.33333333333337,bursting,bursting,104,91,26.0,22.75,0.340774722924579,0.34013750831055334,0.35833402998100294,0.4471725051567906,26.98988577656163,27.227853858459508
0.01611111111111111,1.2,350.0,bursting,bursting,86,97,21.5,19.4,0.35124433533586746,0.3243411206180216,0.4593686740671447,0.5226703737717796,26.48583839467495,27.10663107888087
0.01611111111111111,1.3111111111111111,200.0,tonic_spiking,tonic_spiking,222,42,222.0,42.0,,,,,24.036763175373977,23.63240163869568
0.01611111111111111,1.3111111111111111,216.66666666666666,tonic_spiking,tonic_spiking,29,209,29.0,209.0,,,,,24.915553686614405,22.661241158591057
0.01611111111111111,1.3111111111111111,233.33333333333334,tonic_spiking,tonic_spiking,24,195,24.0,195.0,,,,,26.38393924694496,21.2010828943311
0.01611111111111111,1.3111111111111111,250.0,tonic_spiking,tonic_spiking,179,20,179.0,20.0,,,,,19.600121443453983,26.35688788069146
0.01611111111111111,1.3111111111111111,266.6666666666667,bursting,bursting,95,107,31.666666666666668,26.75,0.39136137346007194,0.356934442136726,0.3172934139533634,0.40432947551817566,26.308270466684384,27.0756832745937
0.01611111111111111,1.3111111111111111,283.33333333333337,bursting,bursting,93,106,23.25,26.5,0.3402353819472144,0.3536758422021158,0.44800221050373407,0.355644159599846,27.328146027723864,27.04307777940996
0.01611111111111111,1.3111111111111111,300.0,bursting,bursting,87,100,21.75,25.0,0.33399106654571104,0.34318123610573803,0.4618523494497659,0.3721204120100659,27.226084225030366,26.79578414938082
0.01611111111111111,1.3111111111111111,316.6666666666667,bursting,bursting,92,90,23.0,18.0,0.32846048480045686,0.31737576601829726,0.3897169824635582,0.4636420766865431,26.9010312268598,27.62178502094342
0.01611111111111111,1.3111111111111111,333.33333333333337,bursting,bursting,91,87,18.2,21.75,0.3082420465220822,0.31495699523132686,0.47578331601918106,0.3974396437640347,27.550936230087267,26.89611375473036
0.01611111111111111,1.3111111111111111,350.0,bursting,bursting,90,80,18.0,16.0,0.3003381725260488,0.28442279048583574,0.4842074779557603,0.5797819277903609,27.09122975055814,27.330166043060828
0.01611111111111111,1.4222222222222223,200.0,tonic_spiking,tonic_spiking,19,211,19.0,211.0,,,,,27.010344404087363,22.830470331592515
